Doctor Name,Experience,Speciality,Fees,Rating,Locality,City
Dr. Raj Kumar Srivastava,28,Psychiatrist,1500,89% ,Sector 46,Noida
Dr. Sonal Mehra,17,Rheumatologist,1200,98% ,Sector 26,Noida
Dr. Sandeep Chadha,25,Gynecologist/Obstetrician,1100,88% ,Sector 51,Noida
Dr. Arpit Gupta,9,Pediatrician,500,100% ,Sector 12,Noida
Dr. Rasleen Ahuja,7,Dentist,300,99% ,Sector 36,Noida
Dr. Naveen Prakash Verma,16,General Physician,800,97% ,Sector 110,Noida
Dr. Sundeep Kumar Upadhyaya,31,Rheumatologist,1000,90% ,Sector 26,Noida
Dr. Manish Vishen,12,Dentist,500,100% ,Sector 31,Noida
Dr. Birinder Singh Thind,24,Cardiologist,1500,95% ,Sector 50,Noida
Dr. Rohit Caroli,18,Pulmonologist,1200,95% ,Sector 26,Noida
Dr. Priyanka Arya,10,Gynecologist/Obstetrician,800,100% ,Sector 49,Noida
Dr. Arvind Garg,41,Pediatrician,1700,76% ,Sector 26,Noida
Dr. Jitendra Kumar   (Physiotherapist),13,Physiotherapist,800,99% ,Sector 51,Noida
Dr. Salena Sawhney,11,Dentist,500,100% ,Sector 28,Noida
Dr. Manisha Tomar,20,Gynecologist/Obstetrician,1000,98% ,Sector 48,Noida
Dr. Saurav Shishir Agrawal,10,Endocrinologist,800,100% ,Sector 119,Noida
Dr. Ritu Aurora,35,Ophthalmologist,1000,94% ,Sector 51,Noida
Dr. Praveen Kumar Garg,30,Oncologist,1000,100% ,Sector 26,Noida
Dr. Neeraj Kumar   (Physiotherapist),12,Physiotherapist,800,95% ,Sector 51,Noida
Dr. Jigyasa Govil,22,Gynecologist/Obstetrician,800,98% ,Sector 119,Noida
Dr. Radha Sharma,12,Dermatologist,1000,93% ,Sector 18,Noida
Dr. Deepa Aggarwal,14,Gynecologist/Obstetrician,350,80% ,Sector 12,Noida
Dr. Saumya Takiar,16,Cosmetologist,700,100% ,Sector 51,Noida
Ms. Darshini Bali,19,Dietitian/Nutritionist,1000,100% ,Sector 36,Noida
Dr. Jeeshan Ahmad   (Physiotherapist),10,Physiotherapist,800,96% ,Sector 51,Noida
Dr. Sushma Sinha,37,Gynecologist/Obstetrician,1400,100% ,Sector 26,Noida
Dr. Anshu Arora,20,Ophthalmologist,1100,95% ,Sector 50,Noida
Dr. Sandhya Gupta,18,Pediatrician,1200,93% ,Sector 26,Noida
Dr. A.K.Agarwal,50,Internal Medicine,700,79% ,Sector 26,Noida
Dr. Harmeet Malhotra,47,Gynecologist/Obstetrician,1200,97% ,Sector 26,Noida
Dr. Deena Monga,14,Dentist,300,95% ,Sector 120,Noida
Dr. Chanchal Choudhary,19,Dermatologist,700,100% ,Sector 50,Noida
Dr. Monika Rajpal,24,Dermatologist,1200,100% ,Sector 26,Noida
Dr. V Hariharan,52,Cardiologist,1200,100% ,Sector 26,Noida
Dr. Annpurna,22,Dentist,400,99% ,Sector 93,Noida
Dr. Siddharth Arora,17,Pain Management Specialist,600,99% ,Sector 117,Noida
Dr. Vasundhara Arora,20,Dentist,600,100% ,Sector 19,Noida
Dr. Opinder Singh Thind,21,Dentist,700,95% ,Sector 50,Noida
Dr. Akanksha Allahbadia Gupta,10,Gynecologist/Obstetrician,600,100% ,Sector 12,Noida
Dr. Ruchika Raj   (Physiotherapist),14,Physiotherapist,600,100% ,Sector 76,Noida
Dr. Priyanka Srivastava   (PhD),30,Psychologist,1800,90% ,Sector 49,Noida
Dr. Anju Vohra,33,Homoeopath,750,100% ,Sector 30,Noida
Dr. Vijaya Raja Kumari,31,General Surgeon,900,95% ,Sector 26,Noida
Dr. Varun Kumar Katiyar,12,Urologist,800,99% ,Sector 104,Noida
Dr. Parijat Joshi,10,Ear-Nose-Throat (ENT) Specialist,600,94% ,Sector 78,Noida
Dr. Anjali Gupta,25,Gynecologist/Obstetrician,1100,92% ,Sector 51,Noida
Dr. Pankaj Gaur,17,Urologist,1000,92% ,Sector 104,Noida
Dr. Sarita Chauhan,24,Psychologist,2000,98% ,Sector 48,Noida
Dr. Chitra Setya,40,Gynecologist/Obstetrician,1700,67% ,Sector 26,Noida
Dr. Neha Bhati,13,Dentist,600,100% ,Sector 51,Noida
Dr. Rajagopalan Krishnan,47,Orthopedist,1500,50% ,Sector 26,Noida
Dr. Arvinder Pal Singh,24,Ear-Nose-Throat (ENT) Specialist,600,88% ,Sector 137,Noida
Dr. A Zeenat Ahmed,18,Internal Medicine,800,93% ,Sector 104,Noida
Dr. Ajay Aurora,36,Ophthalmologist,1000,90% ,Sector 51,Noida
Dr. Rajesh Jha,15,Pediatrician,1200,100% ,Sector 26,Noida
Dr. Nitish Aggarwal,8,Ear-Nose-Throat (ENT) Specialist,700,97% ,Sector 72,Noida
Dr. Subhendu Mohanty,21,Cardiologist,1200,100% ,Sector 100,Noida
Dr. Vinita Gupta,24,Gynecologist/Obstetrician,1100,95% ,Sector 51,Noida
Dr. Ananya Choudhury,19,Psychiatrist,1500,93% ,Sector 19,Noida
Dr. Madhu Srivastava,45,Gynecologist/Obstetrician,1100,93% ,Sector 51,Noida
Dr. Bhumika Shukla,12,Gynecologist/Obstetrician,700,98% ,Sector 104,Noida
Dr. Anutosh Singh,11,Neurosurgeon,1000,67% ,Sector 19,Noida
Dr. Rajendra Prasad,37,Spine Surgeon,1500,50% ,Sector 26,Noida
Dr. Anita Kaul,37,Gynecologist/Obstetrician,1200,89% ,Sector 26,Noida
Dr. Amita Bansal,15,Gynecologist/Obstetrician,1000,98% ,Sector 48,Noida
Dr. Mayank Kapoor,10,Dentist,500,100% ,Sector 122,Noida
Dr. Ratna Ahuja,32,General Surgeon,800,100% ,Sector 26,Noida
Dr. Sonia Khorana,25,Dentist,600,99% ,Sector 11,Noida
Dr. Prem Lochan Prasad,40,Pediatrician,1100,100% ,Sector 120,Noida
Dr. Komal Singh,17,Gynecologist/Obstetrician,800,100% ,Sector 119,Noida
Dr. Manish Kumar Singhal,17,Oncologist,1600,100% ,Sector 26,Noida
Dr. Ekta Yadav,18,Dentist,500,100% ,Sector 33,Noida
Dr. Viny Kantroo,13,Pulmonologist,900,80% ,Sector 26,Noida
Dr. Sanchita Dube Ghonge,20,Gynecologist/Obstetrician,1400,99% ,Sector 26,Noida
Dr. Rekha Mendiratta,36,Homoeopath,400,90% ,Sector 40,Noida
Dr. Deepa Ekbote,26,Ophthalmologist,650,92% ,Sector 49,Noida
Dr. Manoj Aggarwal,19,Urologist,1000,86% ,Sector 104,Noida
Dr. S K Sahoo,39,Internal Medicine,1200,67% ,Sector 26,Noida
Dr. Megha Singla,12,Dentist,600,100% ,Sector 141,Noida
Dr. Simita Madan,38,Dentist,500,100% ,Sector 50,Noida
Dr. Deepa Passi,36,Pediatrician,1600,60% ,Sector 26,Noida
Dr. Suresh K Rawat,43,Urologist,1200,100% ,Sector 26,Noida
Dr. Raj Nath Ganjoo,48,Psychiatrist,1500,75% ,Sector 26,Noida
Dr. Girija Tickoo,46,Gynecologist/Obstetrician,1400,97% ,Sector 26,Noida
Dr. Rahul Arora,14,Cardiologist,800,100% ,Sector 137,Noida
Dr. Sandeep Mehta,31,General Surgeon,1000,100% ,Sector 26,Noida
Dr. Sonal Chugh   (Physiotherapist),12,Physiotherapist,1000,100% ,Sector 49,Noida
Dr. V K Shrivastava,53,Internal Medicine,800,100% ,Sector 26,Noida
Dr. Virad Kumar Bansal,18,Ear-Nose-Throat (ENT) Specialist,1000,94% ,Sector 26,Noida
Dr. Sujeet Narain,14,Internal Medicine,1200,100% ,Sector 75,Noida
Dr. Sanchi Gupta,7,Dermatologist,1000,100% ,Sector 36,Noida
Dr. Ajay Kumar,16,Pediatrician,800,100% ,Sector 104,Noida
Dr. S P Sarkar,32,Internal Medicine,1200,95% ,Sector 26,Noida
Dr. Akanksha Jha,16,Pulmonologist,700,100% ,Sector 78,Noida
Dr. Monika Dubey,22,Gynecologist/Obstetrician,800,100% ,Sector 104,Noida
Dr. Yogesh Batra,24,Gastroenterologist,1500,90% ,Sector 26,Noida
Dr. Richa Thukral,28,Pediatrician,1500,100% ,Sector 26,Noida
Dr. Rajesh Kumar Watts,19,Plastic Surgeon,900,50% ,Sector 26,Noida
Dr. V.S.Solanki,41,General Surgeon,1000,75% ,Sector 104,Noida
Dr. Dharmendra Singh,25,Pediatric Surgeon,1000,100% ,Sector 26,Noida
Dr. Sudha Saini,25,Pediatrician,1400,83% ,Sector 26,Noida
Dr. Deepak Rathore,13,Plastic Surgeon,600,57% ,Sector 49,Noida
Dr. Rashmi Gupta,22,Pediatrician,800,100% ,Sector 137,Noida
Dr. Anju Mangla,28,Dermatologist,800,65% ,Sector 26,Noida
Dr. Prerna Singhal,18,General Physician,700,91% ,Sector 76,Noida
Dr. Manoj Prakash,37,Orthopedist,1200,67% ,Sector 26,Noida
Dr. Ajay Wadhawan,38,Orthopedist,1000,96% ,Sector 26,Noida
Dr. Robin Khosa,15,Oncologist,1000,99% ,Sector 26,Noida
Dr. Gunjan Virmani,12,Dermatologist,700,70% ,Sector 27,Noida
Dr. Tanveer Aujla,21,Gynecologist/Obstetrician,1000,95% ,Sector 48,Noida
Dr. Sanjiv Jasuja,38,Nephrologist,1000,67% ,Sector 26,Noida
Dr. Akhilesh Kumar,29,General Surgeon,1000,100% ,Sector 26,Noida
Dr. Manpreet Sethi,8,Pediatrician,1000,100% ,Sector 26,Noida
Dr. Jyoti Bhatia,24,Pediatrician,900,100% ,Sector 26,Noida
Dr. Mandavi Rai,11,Gynecologist/Obstetrician,1000,86% ,Sector 18,Noida
Dr. Rahul Gupta,24,Orthopedist,1100,100% ,Sector 26,Noida
Dr. Renu Kapur,17,Gynecologist/Obstetrician,800,100% ,Sector 51,Noida
Dr. Amit Lall,26,Dentist,800,100% ,Sector 26,Noida
Dr. Soni Rathore,7,Dermatologist,800,100% ,Sector 49,Noida
Dr. Sushmita,25,Gynecologist/Obstetrician,1200,100% ,Sector 26,Noida
Dr. Birendra Kumar Pawar,25,General Physician,1000,80% ,Sector 26,Noida
Dr. Saumya Shishir Agrawal,7,Pulmonologist,800,33% ,Sector 119,Noida
Dr. Aditi Narad,12,Dentist,600,100% ,Sector 137,Noida
Dr. Shikha Bani,20,Ear-Nose-Throat (ENT) Specialist,1000,94% ,Sector 26,Noida
Ms. Rachna,7,Psychologist,1500,100% ,Sector 20,Noida
Dr. Vineet Relhan,22,Dermatologist,1000,93% ,Sector 27,Noida
Dr. Sudha Jetly,18,Gynecologist/Obstetrician,500,67% ,Noida,Noida
Dr. Piyush Kumar,20,Spine And Pain Specialist,600,100% ,Sector 137,Noida
Dr. Priya Chaudhary,4,Dentist,500,100% ,Sector 51,Noida
Dr. Hamida Banu,21,Ophthalmologist,750,93% ,Sector 104,Noida
Dr. Monica Malik,27,Gynecologist/Obstetrician,1500,59% ,Sector 26,Noida
Dr. Astha Gupta,15,,1100,100% ,Sector 51,Noida
Dr. Shivjot Chhina,28,Dentist,500,100% ,Sector 18,Noida
Dr. Shyam Pachisia,26,General Surgeon,1000,67% ,Sector 26,Noida
Dr. Aarti Chauhan,10,Ayurveda,1200,100% ,Sector 51,Noida
Dr. Jitendra Priyadarshini,21,Pulmonologist,1000,93% ,Sector 137,Noida
Dr. Vikram Pratap Singh,49,General Surgeon,1600,88% ,Sector 26,Noida
Dr. Nishant Bansal,14,Pediatrician,1000,100% ,Sector 48,Noida
Dr. Isha Jain,14,Ear-Nose-Throat (ENT) Specialist,1000,100% ,Sector 26,Noida
Dr. Priyanka Rai,9,Dentist,500,100% ,Sector 61,Noida
Dr. Mandakini Kumari,18,Gynecologist/Obstetrician,900,100% ,Sector 75,Noida
Dr. Priyanka Gaur,9,General Physician,800,100% ,Sector 104,Noida
Dr. Rishikesh Kumar,11,General Surgeon,800,100% ,Sector 119,Noida
Dr. Shipra Singla,15,Gynecologist/Obstetrician,1100,100% ,Gaur City,Noida
Dr. Pankaj Mehta,19,Hair Transplant Surgeon,1000,98% ,Sector 26,Noida
Dr. Ruchi Choudhary   (Physiotherapist),11,Physiotherapist,600,100% ,Sector 72,Noida
Dr. Bijli Nanda,6,General Practitioner,700,100% ,Sector 22,Noida
Dr. Mamta Chahar,14,Gynecologist/Obstetrician,700,100% ,Sector 119,Noida
Dr. Nidhi Agrawal,16,,1100,100% ,Sector 51,Noida
Dr. Ashish Kumar Chauhan,9,Pulmonologist,600,100% ,Sector 22,Noida
Dr. Vishal Srivastava,15,Orthopedist,800,100% ,Sector 104,Noida
Dr. Kapil Arora,12,Dermatologist,800,83% ,Sector 26,Noida
Dr. Siddharth Samrat,8,Cardiologist,800,100% ,Sector 137,Noida
Dr. Anil Bhatt,20,Nephrologist,1200,40% ,Sector 104,Noida
Dr. Sanjeev Paria,10,Hair Transplant Surgeon,1000,100% ,Sector 18,Noida
Dr. Sharad Nair,10,Ear-Nose-Throat (ENT) Specialist,1200,67% ,Sector 26,Noida
Dr. Satwika Dey,15,Gynecologist/Obstetrician,800,100% ,Sector 119,Noida
Dr. Keshav Goel,11,Orthopedist,800,100% ,Sector 137,Noida
Dr. Prasad Dandekar,11,Nephrologist,1000,100% ,Sector 104,Noida
Dr. Khursheed Kazmi,9,Neurologist,1200,100% ,Sector 22,Noida
Dr. Himanshi Sharma,11,,1100,86% ,Gaur City,Noida
Dr. Jaya Sukul   (PhD),9,Psychologist,1500,100% ,Sector 36,Noida
Mr. Raj Kumar Thapa Magar,19,Occupational Therapist,1000,100% ,Sector 33,Noida
Ms. Muskan Arora,3,Psychologist,1000,100% ,Sector 36,Noida
Ms. Riya Rathore,1,Psychologist,1000,100% ,Sector 36,Noida
Ms. Shreya Tyagi,1,Psychologist,1000,100% ,Sector 36,Noida
Ms. Priyanka Dev,20,Psychologist,1000,90% ,Sector 36,Noida
Ms. Arushi Kapoor,12,Speech Therapist,1000,94% ,Sector 33,Noida
Doctor Name,Experience,Speciality,Fees,Rating,Locality,City
Dr. Rahul Kolamkar,24,Homoeopath,500,99% ,Amravati Camp,Amravati
Dr. Vishal Bahekar,18,Urologist,500,100% ,Rukhmini Nagar,Amravati
Dr. Anupam Rathod,16,Psychiatrist,300,94% ,Rukhmini Nagar,Amravati
Dr. Sumit Tarekar,8,Orthopedist,300,100% ,Amravati Camp,Amravati
Dr. Amit Kavimandan,16,Gastroenterologist,500,100% ,Rajapeth,Amravati
Dr. Bhoomika Kolamkar,18,Homoeopath,500,92% ,Amravati Camp,Amravati
Dr. Gaurav Bhutada,7,Orthopedist,300,100% ,Rajapeth,Amravati
Dr. Anukool pateria,13,Dentist,200,100% ,Rajapeth,Amravati
Dr. Usha Deshmukh,38,Gynecologist/Obstetrician,200,100% ,Rukhmini Nagar,Amravati
Dr. Shrikant Deshmukh,43,General Physician,400,89% ,Rukhmini Nagar,Amravati
Dr. Pankaj  Ingale,13,Gastroenterologist,400,85% ,Cotton Market,Amravati
Dr. Ashvinikumar Deshmukh,32,Gynecologist/Obstetrician,500,100% ,Amravati Camp,Amravati
Dr. Shubham Vijay Deshmukh,4,General Practitioner,100,67% ,Warud,Amravati
Dr. Ankur Gupta,8,Dentist,100,100% ,Amravati,Amravati
Dr. Pankaj Lande,16,Ophthalmologist,150,100% ,Shivaji Nagar,Amravati
Dr. Satish Gupta,14,Dentist,150,100% ,Amravati,Amravati
Dr. Yogesh Rathod,7,Spine Surgeon,300,100% ,Rajapeth,Amravati
Dr. Pankaj R. Gadekar,12,Homoeopath,300,100% ,Rahatgaon,Amravati
Mr. Vikram Wankhade,6,Psychiatrist,300,100% ,Rukhmini Nagar,Amravati
Dr. Parth Deshmukh,9,Psychiatrist,400,100% ,Rukhmini Nagar,Amravati
Dr. Pakash Vishwakarma,20,Homoeopath,150,100% ,Rajapeth,Amravati
Dr. Shubhangi Mundhada,37,Gynecologist/Obstetrician,200,25% ,Amravati Camp,Amravati
Dr. Shailesh Jayade,18,Cardiologist,400,100% ,Amravati Camp,Amravati
Dr. Archana Masram,13,Ayurveda,400,100% ,Rukhmini Nagar,Amravati
Dr. Ashok N Rathi,42,General Physician,300,50% ,Old Cotton Market,Amravati
Dr. Nishant Wankhede   (Physiotherapist),14,Physiotherapist,400,100% ,Rukhmini Nagar,Amravati
Dr. Sahil Gupta,5,Ayurveda,299,86% ,Trikuta Nagar,Jammu
Dr. Manisha Bhagat,20,Gynecologist/Obstetrician,200,100% ,Jammu Cantt,Jammu
Dr. Anshikha Sharma,4,Ayurveda,450,100% ,Trikuta Nagar,Jammu
Dr. Anchal Aryan,49,Dentist,400,80% ,Janipur,Jammu
Dr. Bhavneet Kaur,1,Homoeopath,100,100% ,Roopnagar Jammu Tawi,Jammu
Dr. Mrinal Gupta,18,Dermatologist,500,100% ,Gandhinagar,Jammu
Dr. Surinder Sodhi,12,Nephrologist,200,100% ,Bakshinagar,Jammu
Dr. Manisha Mirashi,23,Ayurveda,500,96% ,Kachi Chowni,Jammu
Dr. Aniece Chowdhary,50,Ear-Nose-Throat (ENT) Specialist,200,100% ,Shaheedi Chowk Jammu,Jammu
Dr. Zoya Chowdhary,46,Dentist,200,100% ,Shaheedi Chowk Jammu,Jammu
Dr. Nipun Gupta,12,Dentist,200,100% ,Trikuta Nagar,Jammu
Dr. Naina Sharma,8,Dentist,400,100% ,Janipur,Jammu
Dr. Nandita Mehta,29,Pain Management Specialist,400,100% ,General Bus Stand,Jammu
Dr. Sunil Sharma,42,Internal Medicine,300,100% ,Gandhinagar,Jammu
Dr. Sony Singh,10,General Practitioner,300,100% ,Jammu Cantt,Jammu
Dr. Pulkit Vaid,9,Dentist,200,100% ,Rehari Mohalla,Jammu
Dr. Sanjeev Narang,17,Pulmonologist,500,100% ,Talab Tillo,Jammu
Dr. Param Dev singh,7,Dentist,200,100% ,Trikuta Nagar,Jammu
Dr. Vishnu Dagadu Mane,8,General Practitioner,100,100% ,Ranisawargaon,Parbhani
Dr. Ankush Pawar,9,Sexologist,300,50% ,Parbhani Town,Parbhani
Dr. Laxman Revansidh Malkunje,14,Dentist,100,100% ,Parbhani,Parbhani
Dr. Tushar Goyal,11,Psychiatrist,450,100% ,Sirsa Town,Sirsa
Dr. Vikram Jallan,5,Dentist,200,100% ,Ellenabad,Sirsa
Dr. Anuj Dumra,11,General Surgeon,300,100% ,Sirsa Town,Sirsa
Dr. Anjani Kumar,21,Pediatrician,500,100% ,Sirsa Town,Sirsa
Dr. Nade Paurnima Ulhas,7,Gynecologist/Obstetrician,600,100% ,Helamb,Latur
Dr. Pramod Tike,17,Oncologist,250,100% ,Midc Latur,Latur
Dr. Pravin Patil,17,Ophthalmologist,300,100% ,Latur,Latur
Dr. Mukhtadir,8,General Physician,200,100% ,Latur RR,Latur
Dr. Dhiraj Hedda,15,Urologist,300,50% ,Latur,Latur
Dr. Prashant Chaturvedi   (Physiotherapist),16,Physiotherapist,200,100% ,Mirzapur City,Mirzapur
Dr. Prem Prakash Shrivastava,32,Homoeopath,300,100% ,Mirzapur City,Mirzapur
Dr. Mohd Moinuddin,6,Dentist,100,100% ,Pukhta Sarai,Jaunpur
Dr. K.P. Vishwakarma,13,Homoeopath,150,100% ,Mariahun,Jaunpur
Dr. Jai Prakash Dubey,31,Orthopedist,200,100% ,Shahganj,Jaunpur
Dr. Manoj Kumar Yadav,11,Pediatrician,300,100% ,Machhali Shahar,Jaunpur
Dr. Kavitha Reddy,16,Dentist,300,97% ,Hanamkonda,Warangal
Dr. Chakilam Saraswathi,7,Dentist,300,100% ,Warangal,Warangal
Dr. Manasa Shiramshetti,9,Dentist,500,100% ,Hanamkonda,Warangal
Dr. Karam Sujitha,8,Dentist,500,100% ,Hanamkonda,Warangal
Dr. Sudhakar Kolla,24,Dentist,250,67% ,Hanamkonda,Warangal
Dr. Kalpana Ragi,10,Ophthalmologist,300,100% ,Narsampet,Warangal
Dr. Praneeth Raj Patel,10,General Surgeon,350,100% ,Hanamkonda,Warangal
Dr. Adithya Sunka,6,Psychiatrist,500,100% ,Hanamkonda,Warangal
Dr. Thangallapally Rohith Raj,2,Dentist,300,100% ,Hanamkonda,Warangal
Dr. Vasam Nikhil Teja,6,Homoeopath,300,100% ,Hanamkonda,Warangal
Dr. Srujana Nandyala,10,Gynecologist/Obstetrician,1500,89% ,Mulug,Warangal
Dr. Rahul Baldawa,21,Dentist,200,100% ,Rahuri Town,Ahmednagar
Dr. Santosh Bangar,15,Pediatrician,700,75% ,Tisgaon,Ahmednagar
Dr. Sonal Baldawa,15,Dentist,200,94% ,Rahuri Town,Ahmednagar
Dr. Ajay Kothari R,18,Orthopedist,500,100% ,Savedi Road,Ahmednagar
Dr. Rohit Dhoot,14,Dentist,100,100% ,Ac.Depot,Ahmednagar
Dr. Sangram Rajale,13,Orthopedist,500,100% ,Savedi Road,Ahmednagar
Dr. Sanjay Asnani,25,Dentist,100,100% ,Ahmednagar City,Ahmednagar
Dr. Sonal Jhalani Khandelwal,12,Psychiatrist,1000,100% ,Ahmednagar City,Ahmednagar
Dr. Sachin Salve,21,Ayurveda,500,75% ,Ahmednagar R.S.,Ahmednagar
Dr. Suraj Sanjay Mahadik,8,Orthopedist,100,100% ,Rahuri,Ahmednagar
Dr. Sapna Nere,22,Plastic Surgeon,500,50% ,Sangamner,Ahmednagar
Dr. Poonam Pund Vidhate,15,Dermatologist,300,100% ,Ahmednagar City,Ahmednagar
Dr. Sachin Ratan Panpatil,21,Dentist,100,100% ,Ac.Depot,Ahmednagar
Dr. Anjali Dattatray Deshmukh,15,Ayurveda,150,100% ,Miri,Ahmednagar
Dr. Bhavana Ladda,23,Ayurveda,250,100% ,Shrirampur,Ahmednagar
Dr. Pooja Kashid,3,Homoeopath,1000,100% ,Ahmednagar City,Ahmednagar
Mr. Vilas Rathod,6,Speech Therapist,300,100% ,Savedi Road,Ahmednagar
Dr. Kamal Kishore Verma,15,Psychiatrist,450,98% ,Krishna Nagar,Mathura
Dr. Devika Garg,8,Dentist,300,93% ,Mathura City,Mathura
Dr. Ram Ballabh Upadhyay,15,Dentist,150,93% ,Mathura City,Mathura
Dr. Juhi Upadhyay,14,Dentist,100,100% ,Mathura City,Mathura
Dr. Gaurav Garg,8,Dentist,300,98% ,Mathura City,Mathura
Dr. Azad,14,Ayurveda,400,92% ,Mathura City,Mathura
Dr. Dipak Paruliya,24,Urologist,600,96% ,Krishna Nagar,Mathura
Dr. Vinita Gupta,14,Dentist,100,100% ,Gayatri Tapo Bhoomi,Mathura
Dr. Akash Maheshwari,14,Dentist,200,100% ,Mathura,Mathura
Dr. Pankaj Yadav,15,Ophthalmologist,200,96% ,Dampier Nagar,Mathura
Dr. B.M. Gupta,53,General Surgeon,150,100% ,Mathura City,Mathura
Dr. RN Mittal,29,Oncologist,500,100% ,Mathura,Mathura
Dr. Sumeet Gautam,12,Homoeopath,200,100% ,Mathura City,Mathura
Dr. M.P. Agrawal,49,General Physician,100,100% ,Mathura City,Mathura
Dr. Sharad Bansal,13,Dentist,100,100% ,Chhata Bazar,Mathura
Dr. Rohit Singh,15,Dentist,100,100% ,Mathura City,Mathura
Dr. Rajeev Singh,11,Dentist,200,100% ,Mathura City,Mathura
Dr. Prerna Agrawal,20,Gynecologist/Obstetrician,150,83% ,Mathura City,Mathura
Dr. Sheikh,11,Ayurveda,200,93% ,Maholi,Mathura
Dr. Shishir Agrawal,14,Laparoscopic Surgeon,101,95% ,Mathura City,Mathura
Dr. Anand kumar,14,Dentist,100,100% ,Mathura City,Mathura
Dr. Siddharth Pandey,16,Dentist,100,93% ,Dampier Nagar,Mathura
Dr. Yogesh Agrawal,22,Pediatrician,150,100% ,Mathura City,Mathura
Dr. Narendra Singh   (Physiotherapist),13,Physiotherapist,250,100% ,Mathura,Mathura
Dr. Praveen Kumar Singh,12,Dentist,100,80% ,Aurangabad,Mathura
Dr. Anoop Kumar,17,,500,100% ,Mathura City,Mathura
Dr. Shailendra Pratap Singh,17,Dermatologist,400,80% ,Krishna Nagar,Mathura
Dr. Ashok Agarwal,36,Paediatric Intensivist,200,100% ,Dampier Nagar,Mathura
Dr. Rohini Kumar Verma,22,Homoeopath,200,100% ,Krishna Nagar,Mathura
Dr. Harsh Chaaturvedi,38,Ayurveda,100,100% ,Krishna Nagar,Mathura
Dr. Saurabh Singhal,12,Internal Medicine,200,100% ,Krishna Nagar,Mathura
Dr. Lakshmi Kuniyal,16,Ophthalmologist,300,50% ,Goverdhan,Mathura
Dr. Saurabh Gupta,9,General Physician,150,100% ,Akbarpur,Mathura
Dr. Gunjan Sharma,2,Homoeopath,500,100% ,Dlf Colony Rohtak,Rohtak
Dr. Neha Singh,8,Gynecologist/Obstetrician,300,100% ,Rohtak Town,Rohtak
Dr. Ramesh Batra,36,Psychiatrist,300,100% ,Rohtak Town,Rohtak
Dr. Pardeep Kumar Gogia,18,Dentist,700,100% ,Rohtak Town,Rohtak
Dr. Pallavi Mittal,16,Gynecologist/Obstetrician,2500,95% ,Rohtak Town,Rohtak
Dr. Vikas Kathuria,23,Neurosurgeon,600,88% ,Rohtak Town,Rohtak
Dr. Somesh Virmani,21,Orthopedist,200,100% ,Rohtak Town,Rohtak
Dr. Abhimanyu Singh,15,Orthopedist,200,100% ,Rohtak Town,Rohtak
Dr. Manish Airan,12,Dentist,600,100% ,Model Town,Rohtak
Dr. Virender Chauhan,13,Gastroenterologist,300,100% ,Jhajjar Road Rohtak,Rohtak
Dr. Moni Tuteja Bhatia,19,Geneticist,1200,100% ,Jhajjar Road Rohtak,Rohtak
Dr. Bhushan Kathuria,11,Ear-Nose-Throat (ENT) Specialist,150,80% ,Rohtak Town,Rohtak
Dr. Vishal Siwach,26,Dentist,200,100% ,Model Town,Rohtak
Dr. Arun Jindal,17,Urologist,400,100% ,Rohtak,Rohtak
Dr. Abhishek Soni,15,Oncologist,900,100% ,Kheri Sadh,Rohtak
Dr. Kapil Sangwan,18,Orthopedist,300,100% ,Jhajjar Road Rohtak,Rohtak
Dr. Ramesh Chitkara,46,Pulmonologist,500,100% ,Gohana Road,Rohtak
Dr. Rohit Arora,5,Internal Medicine,300,100% ,Rohtak Town,Rohtak
Dr. Naveen Sangwan,8,Dentist,200,100% ,Rohtak,Rohtak
Dr. Amit Lamba,17,Neurosurgeon,500,100% ,Mansarover Colony,Rohtak
Dr. Punit,6,Homoeopath,250,100% ,Sisarkhas,Rohtak
Dr. Varsha Padhye,33,Homoeopath,300,100% ,Raichur Golthana,Raichur
Dr. Shreesh Padhye,40,Dentist,300,98% ,Raichur Golthana,Raichur
Dr. Ajit V Kulkarni,15,Cardiologist,250,100% ,Raichur,Raichur
Dr. Rama Devi,31,Gynecologist/Obstetrician,400,100% ,Raichur,Raichur
Dr. Sandeep Patil,15,Pediatrician,300,100% ,Raichur Patel Road,Raichur
Dr. Shashidhar M Patil,11,Internal Medicine,300,67% ,Raichur Saath Katchery,Raichur
Dr. Kiran Kantanavar,11,General Practitioner,500,100% ,Raichur Jawahar Nagar,Raichur
Dr. Manjunath Metri,12,Andrologist,300,98% ,Raichur Saath Katchery,Raichur
Dr. Manda Renuka,4,Dentist,300,100% ,Bathupuram,Srikakulam
Dr. Santosh Voodi,10,Dentist,100,93% ,Srikakulam Town,Srikakulam
Dr. V.Kiran Kumar,12,General Physician,200,100% ,Srikakulam Zilla Parishad,Srikakulam
Dr. Sandeep Talari,9,Neurosurgeon,300,100% ,Srikakulam Town,Srikakulam
Dr. BUDUMURU RAMANA,9,Urologist,400,85% ,Srikakulam Town,Srikakulam
Dr. Kiran Anaparthi,15,General Physician,300,100% ,Srikakulam Town,Srikakulam
Dr. Paidi Sailaja,10,Internal Medicine,200,100% ,Srikakulam Town,Srikakulam
Dr. Sachitra,8,Pediatrician,150,100% ,Srikakulam Zilla Parishad,Srikakulam
